"財政部電子發票整合服務平台 消費明細下載"
表頭=M,發票日期,商店統編,商店店名,發票號碼,總金額
表身=D,發票號碼,小計,品名
M,2025/04/19 13:10,97162640,家樂福,FB81997246,678
D,FB81997246,323,蘋果 四入
D,FB81997246,355,沙拉油 2L
M,2025/04/20 10:20,89398402,7-ELEVEN,ST97454673,74
D,ST97454673,74,起司熱狗堡
M,2025/04/20 13:06,27746179,清心福全,VY53214905,64
D,VY53214905,64,雞腿便當
M,2025/04/20 19:15,89398402,7-ELEVEN,DQ57946333,156
D,DQ57946333,156,思樂冰
M,2025/04/21 14:24,96979933,全聯福利中心,XL68026460,371
D,XL68026460,211,雞蛋 十入
D,XL68026460,160,林鳳營鮮乳
M,2025/04/22 08:33,80003429,美廉社,WX10925641,695
D,WX10925641,274,五月花衛生紙
D,WX10925641,421,高麗菜
M,2025/04/22 12:21,28486815,台灣大車隊,VT91524708,388
D,VT91524708,245,悠遊卡加值
D,VT91524708,143,自強號 台北到花蓮
M,2025/04/23 13:26,20003151,金石堂,UM65225315,323
D,UM65225315,168,書籍 一本
D,UM65225315,155,書籍 一本
M,2025/04/24 11:45,54679932,藏壽司,HG63049213,901
D,HG63049213,231,炸雞三塊
D,HG63049213,180,玉米濃湯
D,HG63049213,217,炸雞三塊
D,HG63049213,273,紅茶 大
M,2025/04/24 18:15,89398402,7-ELEVEN,NH79819951,30
D,NH79819951,30,思樂冰
M,2025/04/24 18:39,20006028,聯華超商,PL42045880,51
D,PL42045880,20,關東煮 綜合
D,PL42045880,31,茶葉蛋
M,2025/04/25 09:48,89398402,7-ELEVEN,HT49660964,68
D,HT49660964,33,無糖豆漿
D,HT49660964,35,關東煮 綜合
M,2025/04/25 13:50,84149961,星巴克,CD76722544,218
D,CD76722544,218,滷肉飯
M,2025/04/25 17:41,03731301,台灣鐵路管理局,DX48336688,864
D,DX48336688,864,悠遊卡加值
M,2025/04/25 19:38,54381286,路易莎咖啡,MU50568802,114
D,MU50568802,73,定食 鮭魚
D,MU50568802,41,定食 鮭魚
M,2025/04/26 21:20,54381287,生活市集,NM78962529,1661
D,NM78962529,465,空氣清淨機濾網
D,NM78962529,333,無線滑鼠
D,NM78962529,334,USB-C 傳輸線
D,NM78962529,529,筆記本
M,2025/04/28 20:22,80328164,誠品線上,TW67124155,599
D,TW67124155,599,香氛蠟燭
M,2025/04/29 20:56,23091152,鬍鬚張,MN88748054,263
D,MN88748054,263,雞腿便當
M,2025/04/30 08:36,53016675,八方雲集,LU93793096,112
D,LU93793096,67,大杯拿鐵
D,LU93793096,45,鍋貼 十個
M,2025/04/30 18:48,89398402,7-ELEVEN,JE12568341,52
D,JE12568341,30,涼麵
D,JE12568341,22,御便當 雞腿
M,2025/05/01 14:25,54313581,小北百貨,QH19367030,204
D,QH19367030,89,掃把組
D,QH19367030,115,文具組
M,2025/05/01 17:55,20004384,維康醫療用品,HM05974374,513
D,HM05974374,513,護膝
M,2025/05/02 07:13,89398402,7-ELEVEN,QL01387292,61
D,QL01387292,33,起司熱狗堡
D,QL01387292,28,關東煮 白蘿蔔
M,2025/05/02 08:24,96979933,全聯福利中心,BR71871323,273
D,BR71871323,144,高麗菜
D,BR71871323,129,雞蛋 十入
M,2025/05/02 11:49,22555003,全家便利商店,HE48782413,124
D,HE48782413,46,國民便當
D,HE48782413,78,冰美式 中杯
M,2025/05/03 12:05,12801119,三商巧福,TH04090052,73
D,TH04090052,73,炸雞三塊
M,2025/05/03 12:52,84149961,星巴克,VG28295010,211
D,VG28295010,123,起司漢堡
D,VG28295010,88,起司漢堡
M,2025/05/03 14:30,11117051,頂呱呱,FJ03460824,220
D,FJ03460824,220,蔬菜蛋餅
M,2025/05/03 19:33,89398402,7-ELEVEN,PC87485648,164
D,PC87485648,60,關東煮 白蘿蔔
D,PC87485648,104,關東煮 綜合
M,2025/05/03 20:59,24707801,蝦皮購物,QX50262663,369
D,QX50262663,227,咖啡豆 一磅
D,QX50262663,142,床包組 雙人
M,2025/05/04 19:46,54381286,路易莎咖啡,BL43005072,137
D,BL43005072,58,薯條 中
D,BL43005072,79,珍珠奶茶 大
M,2025/05/05 10:53,20003562,全家福鞋店,RJ67749399,933
D,RJ67749399,318,休閒鞋 一雙
D,RJ67749399,270,休閒鞋 一雙
D,RJ67749399,345,休閒鞋 一雙
M,2025/05/05 14:36,89398402,7-ELEVEN,SZ58893827,103
D,SZ58893827,56,光泉鮮乳 936ml
D,SZ58893827,47,無糖豆漿
M,2025/05/05 16:12,23091152,鬍鬚張,LT53187541,184
D,LT53187541,184,炸雞三塊
M,2025/05/05 21:03,70808336,博客來,TW71520315,1450
D,TW71520315,329,文具組
D,TW71520315,280,雜誌 一期
D,TW71520315,532,書籍 一本
D,TW71520315,309,文具組
M,2025/05/06 10:35,22555003,全家便利商店,MN44807901,222
D,MN44807901,109,關東煮 白蘿蔔
D,MN44807901,113,御便當 雞腿
M,2025/05/06 10:57,84149972,康是美,GE94847895,149
D,GE94847895,149,維他命C 60錠
M,2025/05/06 19:01,70766330,OK MART,EU30848649,135
D,EU30848649,78,關東煮 綜合
D,EU30848649,57,涼麵
M,2025/05/07 15:04,20000959,阿宗麵線,HE83048499,110
D,HE83048499,110,定食 鮭魚
M,2025/05/07 16:36,89398402,7-ELEVEN,TE97644973,219
D,TE97644973,219,御飯糰 鮪魚
M,2025/05/07 18:29,89398402,7-ELEVEN,GM10582307,145
D,GM10582307,145,思樂冰
M,2025/05/09 09:21,16606105,大潤發,YZ72949295,1963
D,YZ72949295,855,罐頭鮪魚
D,YZ72949295,1108,林鳳營鮮乳
M,2025/05/09 09:29,86517048,萊爾富便利商店,ZB77030237,84
D,ZB77030237,84,關東煮 白蘿蔔
M,2025/05/09 11:32,54313581,小北百貨,MZ83688029,194
D,MZ83688029,194,文具組
M,2025/05/09 14:26,25017492,50嵐,DE14805536,88
D,DE14805536,44,炸雞三塊
D,DE14805536,44,雞腿便當
M,2025/05/09 17:26,96979933,全聯福利中心,AA86381453,226
D,AA86381453,226,林鳳營鮮乳
M,2025/05/09 19:50,84149961,星巴克,SN34590931,130
D,SN34590931,59,雞腿便當
D,SN34590931,71,起司漢堡
M,2025/05/10 17:01,54173123,寶雅,AB46896763,1546
D,AB46896763,345,口罩 五十入
D,AB46896763,500,保濕乳液
D,AB46896763,445,衛生棉 夜用
D,AB46896763,256,維他命C 60錠
M,2025/05/11 12:31,80003429,美廉社,QJ67596805,344
D,QJ67596805,344,五月花衛生紙
M,2025/05/11 16:36,84149972,康是美,LD57471601,154
D,LD57471601,154,護手霜
M,2025/05/12 07:14,27746180,光南大批發,NE05891403,270
D,NE05891403,270,收納籃
M,2025/05/12 17:37,54313580,拉亞漢堡,FD35161146,250
D,FD35161146,144,珍珠奶茶 大
D,FD35161146,106,炸雞三塊
M,2025/05/12 19:36,22555003,全家便利商店,UK53954312,91
D,UK53954312,91,關東煮 白蘿蔔
M,2025/05/12 23:34,54381287,生活市集,NK37761663,636
D,NK37761663,362,藍牙耳機
D,NK37761663,274,藍牙耳機
M,2025/05/13 10:09,54381286,路易莎咖啡,AW66528058,115
D,AW66528058,115,炸雞三塊
M,2025/05/13 14:21,89398402,7-ELEVEN,TP00323104,149
D,TP00323104,53,關東煮 綜合
D,TP00323104,96,起司熱狗堡
M,2025/05/13 17:51,89398402,7-ELEVEN,RL88246548,81
D,RL88246548,29,礦泉水 600ml
D,RL88246548,52,起司熱狗堡
M,2025/05/14 11:09,89398402,7-ELEVEN,QW10117145,200
D,QW10117145,106,國民便當
D,QW10117145,94,冰美式 中杯
M,2025/05/14 18:52,53016675,八方雲集,QE77872530,201
D,QE77872530,119,鍋貼 十個
D,QE77872530,82,起司漢堡
M,2025/05/14 19:25,96979933,全聯福利中心,XC73138166,395
D,XC73138166,395,雞胸肉 300g
M,2025/05/15 16:31,03707902,台灣電力公司,AE82944354,1475
D,AE82944354,394,電費 兩個月
D,AE82944354,476,電費 兩個月
D,AE82944354,605,電費 兩個月
M,2025/05/15 18:04,54338109,日藥本舖,GX18109896,884
D,GX18109896,537,保濕乳液
D,GX18109896,347,沐浴乳
M,2025/05/16 07:50,89398402,7-ELEVEN,WT88818729,404
D,WT88818729,169,中杯美式
D,WT88818729,235,思樂冰
M,2025/05/16 12:37,97162640,家樂福,LN93493761,527
D,LN93493761,262,雞胸肉 300g
D,LN93493761,265,白米 3kg
M,2025/05/17 14:04,89398402,7-ELEVEN,ZN23694418,48
D,ZN23694418,18,關東煮 白蘿蔔
D,ZN23694418,30,御飯糰 鮪魚
M,2025/05/17 20:11,20002466,IKEA,EC05305411,2608
D,EC05305411,1428,餐具組
D,EC05305411,1180,桌燈
M,2025/05/18 09:24,89398402,7-ELEVEN,FY93546201,113
D,FY93546201,70,涼麵
D,FY93546201,43,中杯美式
M,2025/05/18 17:22,03731301,台灣鐵路管理局,CR59042778,258
D,CR59042778,124,悠遊卡加值
D,CR59042778,134,悠遊卡加值
M,2025/05/18 18:33,89398402,7-ELEVEN,RC29958690,62
D,RC29958690,23,舒潔面紙
D,RC29958690,39,涼麵
M,2025/05/19 05:07,22555003,全家便利商店,RQ64846513,111
D,RQ64846513,111,關東煮 綜合
M,2025/05/20 15:09,89398402,7-ELEVEN,AF12769049,360
D,AF12769049,360,拿鐵 大杯
M,2025/05/20 18:43,84149972,康是美,FX13416320,296
D,FX13416320,296,衛生棉 夜用
M,2025/05/20 20:58,22555003,全家便利商店,BW78048071,270
D,BW78048071,125,光泉鮮乳 936ml
D,BW78048071,145,大熱狗
M,2025/05/21 10:02,96979934,中華電信,ZC65602500,864
D,ZC65602500,864,網路月租費
M,2025/05/22 08:26,11768704,摩斯漢堡,JS69912893,159
D,JS69912893,63,定食 鮭魚
D,JS69912893,96,牛肉麵
M,2025/05/23 12:45,22555003,全家便利商店,ST08129090,79
D,ST08129090,44,光泉鮮乳 936ml
D,ST08129090,35,維力炸醬麵
M,2025/05/23 14:22,86517048,萊爾富便利商店,XB96725065,176
D,XB96725065,94,拿鐵 大杯
D,XB96725065,82,御握 鮭魚
M,2025/05/23 17:18,70808336,博客來,NH12661213,386
D,NH12661213,243,書籍 一本
D,NH12661213,143,書籍 一本
M,2025/05/24 15:53,00000015,麥當勞,DM49749354,111
D,DM49749354,111,味噌湯
M,2025/05/24 20:57,89398413,屈臣氏,YU04418705,357
D,YU04418705,357,牙膏 兩入
M,2025/05/25 16:28,96979933,全聯福利中心,WM89379813,650
D,WM89379813,421,香蕉
D,WM89379813,229,沙拉油 2L
M,2025/05/26 07:08,22555003,全家便利商店,SR98266581,171
D,SR98266581,110,光泉鮮乳 936ml
D,SR98266581,61,思樂冰
M,2025/05/26 08:05,89398402,7-ELEVEN,CH19531179,68
D,CH19531179,68,茶葉蛋
M,2025/05/26 16:13,20002603,特力屋,NM48223339,651
D,NM48223339,236,收納櫃
D,NM48223339,415,收納櫃
M,2025/05/26 19:18,89398402,7-ELEVEN,BJ11630020,162
D,BJ11630020,84,拿鐵 大杯
D,BJ11630020,78,關東煮 綜合
M,2025/05/26 19:19,89398402,7-ELEVEN,PZ67716627,59
D,PZ67716627,26,涼麵
D,PZ67716627,33,起司熱狗堡
M,2025/05/28 11:15,89398402,7-ELEVEN,UJ53084250,196
D,UJ53084250,99,礦泉水 600ml
D,UJ53084250,97,義美小泡芙
M,2025/05/28 16:01,96979933,全聯福利中心,WS26392620,518
D,WS26392620,325,義大利麵 500g
D,WS26392620,193,香蕉
M,2025/05/28 18:53,20004932,和欣客運,NJ17836496,410
D,NJ17836496,410,洗車 精緻
M,2025/05/28 21:59,28486815,台灣大車隊,QZ78869448,116
D,QZ78869448,116,悠遊卡加值
M,2025/05/29 22:50,25017492,50嵐,MV71812495,36
D,MV71812495,36,味噌湯
M,2025/05/30 17:24,24707801,蝦皮購物,SR72679300,189
D,SR72679300,189,藍牙耳機
M,2025/05/30 19:49,89398402,7-ELEVEN,VH61564411,166
D,VH61564411,59,無糖豆漿
D,VH61564411,107,光泉鮮乳 936ml
M,2025/05/31 08:16,00000015,麥當勞,LW56183857,224
D,LW56183857,108,珍珠奶茶 大
D,LW56183857,116,起司漢堡
M,2025/05/31 11:02,89398402,7-ELEVEN,FL32875303,131
D,FL32875303,131,中杯美式
M,2025/05/31 11:14,96979933,全聯福利中心,GD99695713,470
D,GD99695713,167,義大利麵 500g
D,GD99695713,303,雞胸肉 300g
M,2025/06/01 09:24,89398402,7-ELEVEN,DK71385694,70
D,DK71385694,70,關東煮 白蘿蔔
M,2025/06/01 12:21,89398402,7-ELEVEN,EA10492638,113
D,EA10492638,63,涼麵
D,EA10492638,50,御飯糰 鮪魚
M,2025/06/01 14:56,28486815,台灣大車隊,BU30786212,517
D,BU30786212,312,92無鉛汽油 30公升
D,BU30786212,205,柴油 40公升
M,2025/06/02 07:11,54381286,路易莎咖啡,BT48781899,157
D,BT48781899,57,薯條 中
D,BT48781899,100,鍋貼 十個
M,2025/06/04 14:18,89398402,7-ELEVEN,HB90250509,42
D,HB90250509,15,冰美式 中杯
D,HB90250509,27,義美小泡芙
M,2025/06/04 20:17,89398413,屈臣氏,ST71444230,82
D,ST71444230,33,洗髮精 750ml
D,ST71444230,49,沐浴乳
M,2025/06/05 13:11,23091152,鬍鬚張,NG14881338,205
D,NG14881338,205,大杯拿鐵
M,2025/06/06 18:58,80003429,美廉社,SH16662294,118
D,SH16662294,75,豬絞肉
D,SH16662294,43,高麗菜
M,2025/06/07 15:14,89398402,7-ELEVEN,AH05480861,85
D,AH05480861,35,御飯糰 鮪魚
D,AH05480861,50,拿鐵 大杯
M,2025/06/08 15:07,16606106,PChome線上購物,UQ64986395,1503
D,UQ64986395,435,手機保護殼
D,UQ64986395,302,咖啡豆 一磅
D,UQ64986395,431,收納箱 三入
D,UQ64986395,335,筆記本
M,2025/06/08 21:57,24707801,蝦皮購物,QZ88841751,170
D,QZ88841751,170,筆記本
M,2025/06/09 09:46,20005754,friDay購物,AW21666316,987
D,AW21666316,316,空氣清淨機濾網
D,AW21666316,202,收納箱 三入
D,AW21666316,184,不鏽鋼保溫瓶
D,AW21666316,285,無線滑鼠
M,2025/06/09 14:17,16095452,杏一醫療用品,QW46565060,661
D,QW46565060,282,沐浴乳
D,QW46565060,379,維他命C 60錠
M,2025/06/10 10:01,96979934,中華電信,AG28212105,1075
D,AG28212105,580,行動電話月租費
D,AG28212105,495,行動電話月租費
M,2025/06/10 16:35,89398413,屈臣氏,SE25661687,1052
D,SE25661687,372,洗髮精 750ml
D,SE25661687,289,牙膏 兩入
D,SE25661687,391,沐浴乳
M,2025/06/11 05:34,89398402,7-ELEVEN,GE74658716,97
D,GE74658716,97,茶葉蛋
M,2025/06/11 07:34,89398402,7-ELEVEN,BH98649385,34
D,BH98649385,16,國民便當
D,BH98649385,18,冰美式 中杯
M,2025/06/11 08:11,89398402,7-ELEVEN,VK47071632,31
D,VK47071632,31,思樂冰
M,2025/06/11 10:58,25017492,50嵐,CJ79345865,104
D,CJ79345865,68,珍珠奶茶 大
D,CJ79345865,36,玉米濃湯
M,2025/06/11 13:58,16606105,大潤發,PM40826818,1442
D,PM40826818,690,義大利麵 500g
D,PM40826818,752,林鳳營鮮乳
M,2025/06/12 08:52,53016675,八方雲集,LE81236364,88
D,LE81236364,88,味噌湯
M,2025/06/14 08:34,97162640,家樂福,PR72704047,880
D,PR72704047,880,洗髮精
M,2025/06/15 08:29,89398402,7-ELEVEN,VK70395138,55
D,VK70395138,28,光泉鮮乳 936ml
D,VK70395138,27,拿鐵 大杯
M,2025/06/15 16:57,89398402,7-ELEVEN,TX21787207,146
D,TX21787207,146,御便當 雞腿
M,2025/06/15 20:40,54338109,日藥本舖,WC01676276,415
D,WC01676276,201,衛生棉 夜用
D,WC01676276,214,衛生棉 夜用
M,2025/06/16 21:55,16606106,PChome線上購物,JD39286845,2215
D,JD39286845,823,USB-C 傳輸線
D,JD39286845,1392,空氣清淨機濾網
M,2025/06/18 07:28,89398402,7-ELEVEN,MP12433037,100
D,MP12433037,51,無糖豆漿
D,MP12433037,49,御握 鮭魚
M,2025/06/18 11:29,89398402,7-ELEVEN,TT43662764,121
D,TT43662764,53,起司熱狗堡
D,TT43662764,68,起司熱狗堡
M,2025/06/18 14:33,89398402,7-ELEVEN,GG54321976,160
D,GG54321976,160,御飯糰 鮪魚
M,2025/06/18 15:38,54313581,小北百貨,HN63872146,231
D,HN63872146,231,塑膠衣架 十入
M,2025/06/18 17:02,54313581,小北百貨,EN08797540,315
D,EN08797540,140,收納籃
D,EN08797540,175,文具組
M,2025/06/19 07:07,84149972,康是美,DT10052402,761
D,DT10052402,386,牙膏 兩入
D,DT10052402,375,護手霜
M,2025/06/19 10:23,89398402,7-ELEVEN,BF99704699,106
D,BF99704699,106,冰美式 中杯
M,2025/06/19 11:45,89398402,7-ELEVEN,VB60922443,67
D,VB60922443,39,國民便當
D,VB60922443,28,關東煮 白蘿蔔
M,2025/06/19 15:27,89398402,7-ELEVEN,TF53665547,83
D,TF53665547,52,冰美式 中杯
D,TF53665547,31,冰美式 中杯
M,2025/06/21 16:30,03707901,台灣中油,HP91908008,1589
D,HP91908008,653,自強號 台北到花蓮
D,HP91908008,936,台北到台中 標準車廂
M,2025/06/22 09:44,89398402,7-ELEVEN,BR22928527,75
D,BR22928527,38,光泉鮮乳 936ml
D,BR22928527,37,無糖豆漿
M,2025/06/22 10:32,54679932,藏壽司,AM26490177,1630
D,AM26490177,370,滷肉飯
D,AM26490177,346,大杯拿鐵
D,AM26490177,397,定食 鮭魚
D,AM26490177,517,牛肉麵
M,2025/06/22 12:20,89398402,7-ELEVEN,RR34188525,59
D,RR34188525,31,大熱狗
D,RR34188525,28,中杯美式
M,2025/06/22 14:10,89398402,7-ELEVEN,PU41539541,35
D,PU41539541,15,國民便當
D,PU41539541,20,關東煮 綜合
M,2025/06/22 14:36,16729745,悠遊卡自動加值,GN44870016,503
D,GN44870016,503,悠遊卡加值
M,2025/06/23 15:12,11768704,摩斯漢堡,KR28058945,92
D,KR28058945,39,味噌湯
D,KR28058945,53,紅茶 大
M,2025/06/24 11:34,80003429,美廉社,UV78969815,746
D,UV78969815,463,冷凍水餃
D,UV78969815,283,五月花衛生紙
M,2025/06/25 09:01,96979933,全聯福利中心,EJ38624294,341
D,EJ38624294,341,豬絞肉
M,2025/06/26 13:05,22555003,全家便利商店,EU32004749,91
D,EU32004749,41,礦泉水 600ml
D,EU32004749,50,光泉鮮乳 936ml
M,2025/06/26 14:41,89398402,7-ELEVEN,FV83970529,280
D,FV83970529,280,冰美式 中杯
M,2025/06/26 17:57,96979934,中華電信,SF39448479,815
D,SF39448479,815,國際漫遊加購
M,2025/06/26 18:18,89398413,屈臣氏,LC73502991,158
D,LC73502991,158,感冒熱飲
M,2025/06/27 16:25,03707901,台灣中油,SA66785551,935
D,SA66785551,352,洗車 精緻
D,SA66785551,346,洗車 精緻
D,SA66785551,237,車資
M,2025/06/28 12:55,03707901,台灣中油,ER67671942,797
D,ER67671942,481,柴油 40公升
D,ER67671942,316,柴油 40公升
M,2025/06/28 21:45,24707801,蝦皮購物,CR65177265,429
D,CR65177265,429,運動鞋
M,2025/06/29 18:07,96947549,momo購物網,TL94371496,2255
D,TL94371496,654,咖啡豆 一磅
D,TL94371496,821,手機保護殼
D,TL94371496,780,USB-C 傳輸線
M,2025/06/30 22:40,89398402,7-ELEVEN,AE64169459,239
D,AE64169459,239,御握 鮭魚
M,2025/07/01 13:33,89398413,屈臣氏,BE38713010,524
D,BE38713010,524,口罩 五十入
M,2025/07/02 19:55,96979933,全聯福利中心,MQ51646183,369
D,MQ51646183,369,雞胸肉 300g
M,2025/07/03 12:36,89398402,7-ELEVEN,LJ12552817,15
D,LJ12552817,6,維力炸醬麵
D,LJ12552817,9,關東煮 白蘿蔔
M,2025/07/03 17:09,16729745,悠遊卡自動加值,AH22834750,503
D,AH22834750,503,柴油 40公升
M,2025/07/04 11:50,96947549,momo購物網,UP52357760,810
D,UP52357760,810,運動鞋
M,2025/07/04 17:15,12801119,三商巧福,KK74892150,202
D,KK74892150,202,雞腿便當
M,2025/07/04 20:02,20003836,中華郵政,MP91126043,70
D,MP91126043,42,郵資 掛號
D,MP91126043,28,郵資 掛號
M,2025/07/05 08:26,84149972,康是美,MH56613779,391
D,MH56613779,391,衛生棉 夜用
M,2025/07/05 08:56,53049403,台灣高鐵,QA36186564,876
D,QA36186564,451,柴油 40公升
D,QA36186564,425,92無鉛汽油 30公升
M,2025/07/05 09:50,96979934,中華電信,NQ74983853,719
D,NQ74983853,368,網路月租費
D,NQ74983853,351,行動電話月租費
M,2025/07/05 13:48,96979933,全聯福利中心,FZ82507866,413
D,FZ82507866,413,義大利麵 500g
M,2025/07/05 14:04,96979933,全聯福利中心,CB83263741,493
D,CB83263741,493,洗衣精 補充包
M,2025/07/06 10:18,22555003,全家便利商店,EM24363654,70
D,EM24363654,30,關東煮 白蘿蔔
D,EM24363654,40,維力炸醬麵
M,2025/07/07 06:54,89398402,7-ELEVEN,UW29235797,131
D,UW29235797,131,中杯美式
M,2025/07/07 16:16,96979934,中華電信,BK19903555,732
D,BK19903555,331,網路月租費
D,BK19903555,401,網路月租費
M,2025/07/07 20:26,96979934,中華電信,GH61574575,820
D,GH61574575,478,國際漫遊加購
D,GH61574575,342,行動電話月租費
M,2025/07/08 12:06,22555003,全家便利商店,HZ61042224,211
D,HZ61042224,125,礦泉水 600ml
D,HZ61042224,86,關東煮 白蘿蔔
M,2025/07/08 13:17,96947549,momo購物網,EU49927948,1629
D,EU49927948,980,USB-C 傳輸線
D,EU49927948,649,書籍 一本
M,2025/07/09 11:36,84149961,星巴克,AT07791718,126
D,AT07791718,126,蔬菜蛋餅
M,2025/07/10 06:17,89398402,7-ELEVEN,KZ80022287,124
D,KZ80022287,55,大熱狗
D,KZ80022287,69,起司熱狗堡
M,2025/07/11 13:52,97162640,家樂福,RQ67001598,1246
D,RQ67001598,664,高麗菜
D,RQ67001598,582,豬絞肉
M,2025/07/11 14:59,89398402,7-ELEVEN,AS06534631,62
D,AS06534631,25,光泉鮮乳 936ml
D,AS06534631,37,御握 鮭魚
M,2025/07/12 09:21,97162640,家樂福,JW76374745,2862
D,JW76374745,1034,雞蛋 十入
D,JW76374745,1828,五月花衛生紙
M,2025/07/12 20:37,89398402,7-ELEVEN,DB46146828,61
D,DB46146828,39,御握 鮭魚
D,DB46146828,22,中杯美式
M,2025/07/13 09:25,89398402,7-ELEVEN,KJ15670701,123
D,KJ15670701,45,大熱狗
D,KJ15670701,78,思樂冰
M,2025/07/13 18:58,89398402,7-ELEVEN,VJ64517553,150
D,VJ64517553,55,舒潔面紙
D,VJ64517553,95,起司熱狗堡
M,2025/07/14 16:46,89398402,7-ELEVEN,QG41276367,449
D,QG41276367,449,中杯美式
M,2025/07/15 09:31,89398402,7-ELEVEN,NT08543475,137
D,NT08543475,79,關東煮 綜合
D,NT08543475,58,拿鐵 大杯
M,2025/07/15 10:12,97162640,家樂福,LF98371435,1250
D,LF98371435,463,罐頭鮪魚
D,LF98371435,364,沙拉油 2L
D,LF98371435,423,白米 3kg
M,2025/07/15 17:42,03707901,台灣中油,BX55823191,2555
D,BX55823191,1049,車資
D,BX55823191,1506,95無鉛汽油 25公升
M,2025/07/16 08:37,89398402,7-ELEVEN,EW00615064,56
D,EW00615064,56,茶葉蛋
M,2025/07/16 13:50,80003429,美廉社,BN94438856,555
D,BN94438856,555,洗髮精
M,2025/07/16 14:22,03707902,台灣電力公司,EU11885210,1081
D,EU11885210,260,電費 兩個月
D,EU11885210,413,電費 兩個月
D,EU11885210,408,電費 兩個月
M,2025/07/17 13:19,96979933,全聯福利中心,AQ39351219,366
D,AQ39351219,186,雞胸肉 300g
D,AQ39351219,180,洗衣精 補充包
M,2025/07/17 15:27,89398413,屈臣氏,LY88078794,424
D,LY88078794,424,保濕乳液
M,2025/07/17 21:47,96947549,momo購物網,WM30602349,659
D,WM30602349,362,空氣清淨機濾網
D,WM30602349,297,筆記本
M,2025/07/18 09:45,16729745,悠遊卡自動加值,FL83132878,501
D,FL83132878,501,自強號 台北到花蓮
M,2025/07/18 11:45,89398402,7-ELEVEN,BP48432061,66
D,BP48432061,66,關東煮 綜合
M,2025/07/18 15:45,00000015,麥當勞,QQ57241338,147
D,QQ57241338,147,起司漢堡
M,2025/07/18 19:08,89398402,7-ELEVEN,LK54008775,49
D,LK54008775,28,大熱狗
D,LK54008775,21,拿鐵 大杯
M,2025/07/19 07:48,03707901,台灣中油,CS80002192,936
D,CS80002192,320,車資
D,CS80002192,282,悠遊卡加值
D,CS80002192,334,95無鉛汽油 25公升
M,2025/07/19 13:37,89398402,7-ELEVEN,SP24763622,74
D,SP24763622,74,拿鐵 大杯
M,2025/07/19 20:36,20004521,啄木鳥藥局,YB03831995,310
D,YB03831995,130,益生菌
D,YB03831995,180,維他命B群
M,2025/07/19 22:10,89398402,7-ELEVEN,JC98860731,58
D,JC98860731,58,舒潔面紙
M,2025/07/20 18:51,89398402,7-ELEVEN,RL70349456,207
D,RL70349456,120,御飯糰 鮪魚
D,RL70349456,87,無糖豆漿
M,2025/07/23 12:08,22555003,全家便利商店,RR26150170,95
D,RR26150170,44,關東煮 綜合
D,RR26150170,51,礦泉水 600ml
M,2025/07/23 12:41,89398402,7-ELEVEN,GZ78309823,110
D,GZ78309823,110,中杯美式
M,2025/07/24 07:13,54173123,寶雅,TG78946629,236
D,TG78946629,124,保濕乳液
D,TG78946629,112,護手霜
M,2025/07/24 12:52,25017492,50嵐,GC65497850,88
D,GC65497850,49,手沖耶加雪菲
D,GC65497850,39,雞腿便當
M,2025/07/24 12:56,27746179,清心福全,QT02396672,50
D,QT02396672,50,玉米濃湯
M,2025/07/24 15:23,28486815,台灣大車隊,AD84303191,431
D,AD84303191,164,自強號 台北到花蓮
D,AD84303191,267,悠遊卡加值
M,2025/07/27 03:41,89398402,7-ELEVEN,VE36720452,93
D,VE36720452,93,茶葉蛋
M,2025/07/27 11:27,00000015,麥當勞,TT75270026,183
D,TT75270026,183,味噌湯
M,2025/07/28 16:02,20002192,全國電子,GS23505442,1398
D,GS23505442,306,電風扇
D,GS23505442,404,電風扇
D,GS23505442,276,除濕機濾網
D,GS23505442,412,電風扇
M,2025/07/28 17:58,00000015,麥當勞,LQ19048777,119
D,LQ19048777,63,珍珠奶茶 大
D,LQ19048777,56,起司漢堡
M,2025/07/28 20:29,96947549,momo購物網,GQ98424021,1044
D,GQ98424021,422,無線滑鼠
D,GQ98424021,622,不鏽鋼保溫瓶
M,2025/07/29 12:14,96979933,全聯福利中心,BN24929612,410
D,BN24929612,410,雞蛋 十入
M,2025/07/29 16:49,22555003,全家便利商店,TB76251868,153
D,TB76251868,153,義美小泡芙
M,2025/07/29 19:15,97162640,家樂福,VE80427474,1185
D,VE80427474,372,林鳳營鮮乳
D,VE80427474,270,冷凍水餃
D,VE80427474,333,蘋果 四入
D,VE80427474,210,香蕉
M,2025/07/30 12:14,96979933,全聯福利中心,FQ36409794,536
D,FQ36409794,536,蘋果 四入
M,2025/07/30 16:33,20001370,一芳水果茶,ZQ15298718,79
D,ZQ15298718,79,手沖耶加雪菲
M,2025/07/30 20:28,84149972,康是美,KG94888490,271
D,KG94888490,156,牙膏 兩入
D,KG94888490,115,衛生棉 夜用
M,2025/07/31 07:45,22555003,全家便利商店,HS32176616,29
D,HS32176616,29,御握 鮭魚
M,2025/07/31 19:43,03731301,台灣鐵路管理局,KC59423289,320
D,KC59423289,180,悠遊卡加值
D,KC59423289,140,悠遊卡加值
M,2025/07/31 22:24,89398402,7-ELEVEN,HU75719524,161
D,HU75719524,161,御握 鮭魚
M,2025/08/01 15:25,89398402,7-ELEVEN,AK33337563,51
D,AK33337563,26,御飯糰 鮪魚
