"財政部電子發票整合服務平台 消費明細下載"
表頭=M,發票日期,商店統編,商店店名,發票號碼,總金額
表身=D,發票號碼,小計,品名
D,XS29008153,232,香蕉
M,2024/05/02 09:02,86517048,萊爾富便利商店,HL42361958,120
D,HL42361958,51,起司熱狗堡
D,HL42361958,69,思樂冰
M,2024/05/02 09:03,54173123,寶雅,HU11033402,148
D,HU11033402,62,口罩 五十入
D,HU11033402,86,隱形眼鏡藥水
M,2024/05/02 11:21,00000015,麥當勞,QW24865333,291
D,QW24865333,164,味噌湯
D,QW24865333,127,紅茶 大
M,2024/05/03 08:44,89398402,7-ELEVEN,EE01881500,62
D,EE01881500,62,御飯糰 鮪魚
M,2024/05/03 11:32,54381286,路易莎咖啡,SV11163455,89
D,SV11163455,89,玉米濃湯
M,2024/05/03 15:24,89398402,7-ELEVEN,KC33268330,40
D,KC33268330,40,拿鐵 大杯
M,2024/05/03 16:16,27746180,光南大批發,HD89361224,259
D,HD89361224,259,掃把組
M,2024/05/05 06:05,20000411,大苑子,UL61544954,73
D,UL61544954,30,起司漢堡
D,UL61544954,43,起司漢堡
M,2024/05/05 08:08,03707901,台灣中油,QB61115450,554
D,QB61115450,554,92無鉛汽油 30公升
M,2024/05/05 18:59,20002466,IKEA,XP85436711,2270
D,XP85436711,598,層架
D,XP85436711,477,桌燈
D,XP85436711,747,餐具組
D,XP85436711,448,桌燈
M,2024/05/06 06:06,89398402,7-ELEVEN,UX93813684,42
D,UX93813684,25,光泉鮮乳 936ml
D,UX93813684,17,中杯美式
M,2024/05/06 08:05,89398402,7-ELEVEN,HJ55891754,80
D,HJ55891754,43,冰美式 中杯
D,HJ55891754,37,國民便當
M,2024/05/06 17:57,89398402,7-ELEVEN,XR43032568,67
D,XR43032568,67,茶葉蛋
M,2024/05/06 18:56,89398402,7-ELEVEN,PV69273710,55
D,PV69273710,27,御便當 雞腿
D,PV69273710,28,御便當 雞腿
M,2024/05/06 23:28,70808336,博客來,UX15456175,528
D,UX15456175,216,文具組
D,UX15456175,312,文具組
M,2024/05/07 12:45,89398402,7-ELEVEN,SV74312619,57
D,SV74312619,57,維力炸醬麵
M,2024/05/07 12:53,22555003,全家便利商店,HL57266387,55
D,HL57266387,32,冰美式 中杯
D,HL57266387,23,思樂冰
M,2024/05/07 15:26,84149961,星巴克,AA42257514,74
D,AA42257514,74,雞腿便當
M,2024/05/07 17:43,54313581,小北百貨,PE86621687,198
D,PE86621687,198,燈泡 兩入
M,2024/05/07 18:57,86517048,萊爾富便利商店,AM79879306,74
D,AM79879306,43,御握 鮭魚
D,AM79879306,31,御握 鮭魚
M,2024/05/08 09:43,20003836,中華郵政,FA56354271,49
D,FA56354271,31,郵資 掛號
D,FA56354271,18,郵資 掛號
M,2024/05/08 18:24,23091152,鬍鬚張,XT30879853,143
D,XT30879853,78,定食 鮭魚
D,XT30879853,65,大杯拿鐵
M,2024/05/08 19:17,12801119,三商巧福,NV07363069,112
D,NV07363069,54,滷肉飯
D,NV07363069,58,蔬菜蛋餅
M,2024/05/09 15:33,80003429,美廉社,DK01622060,551
D,DK01622060,551,義大利麵 500g
M,2024/05/09 16:18,96979933,全聯福利中心,JA51248716,265
D,JA51248716,113,義大利麵 500g
D,JA51248716,152,林鳳營鮮乳
M,2024/05/10 19:01,89398402,7-ELEVEN,DD77773785,17
D,DD77773785,17,義美小泡芙
M,2024/05/11 13:31,20006028,聯華超商,YG48431834,42
D,YG48431834,42,礦泉水 600ml
M,2024/05/13 11:01,25017492,50嵐,ZJ33028872,50
D,ZJ33028872,50,蔬菜蛋餅
M,2024/05/13 12:54,96979933,全聯福利中心,WT50123711,524
D,WT50123711,294,義大利麵 500g
D,WT50123711,230,罐頭鮪魚
M,2024/05/13 19:44,54381286,路易莎咖啡,QQ92580884,133
D,QQ92580884,73,滷肉飯
D,QQ92580884,60,鍋貼 十個
M,2024/05/14 13:07,86517048,萊爾富便利商店,QQ28879377,24
D,QQ28879377,24,礦泉水 600ml
M,2024/05/14 16:17,16095452,杏一醫療用品,WS29165304,437
D,WS29165304,437,保濕乳液
M,2024/05/15 09:50,96979933,全聯福利中心,ZV09423394,283
D,ZV09423394,145,冷凍水餃
D,ZV09423394,138,高麗菜
M,2024/05/15 11:02,53016675,八方雲集,DF16105660,86
D,DF16105660,51,滷肉飯
D,DF16105660,35,大杯拿鐵
M,2024/05/16 15:57,97162640,家樂福,LQ94712567,1032
D,LQ94712567,199,豬絞肉
D,LQ94712567,330,義大利麵 500g
D,LQ94712567,222,沙拉油 2L
D,LQ94712567,281,雞胸肉 300g
M,2024/05/16 19:47,96947549,momo購物網,XV01098185,1634
D,XV01098185,1008,USB-C 傳輸線
D,XV01098185,626,運動鞋
M,2024/05/18 05:27,84149961,星巴克,PK81018379,148
D,PK81018379,148,味噌湯
M,2024/05/18 14:50,20001781,六角國際,DE63920001,110
D,DE63920001,53,牛肉麵
D,DE63920001,57,紅茶 大
M,2024/05/18 17:32,22555003,全家便利商店,LM11850282,313
D,LM11850282,180,茶葉蛋
D,LM11850282,133,國民便當
M,2024/05/19 07:25,00000015,麥當勞,SN34805891,173
D,SN34805891,101,手沖耶加雪菲
D,SN34805891,72,紅茶 大
M,2024/05/19 16:16,16606105,大潤發,KG75267421,1845
D,KG75267421,772,林鳳營鮮乳
D,KG75267421,1073,高麗菜
M,2024/05/19 20:34,12801119,三商巧福,RB40496372,133
D,RB40496372,133,牛肉麵
M,2024/05/20 19:17,20003288,亞洲樂器,YP13316056,1209
D,YP13316056,242,吉他弦
D,YP13316056,391,吉他弦
D,YP13316056,284,吉他弦
D,YP13316056,292,吉他弦
M,2024/05/21 19:44,89398402,7-ELEVEN,KG97927386,171
D,KG97927386,75,御握 鮭魚
D,KG97927386,96,國民便當
M,2024/05/23 11:19,84149961,星巴克,QD90050540,209
D,QD90050540,98,牛肉麵
D,QD90050540,111,起司漢堡
M,2024/05/23 12:16,22555003,全家便利商店,ST07202084,255
D,ST07202084,163,無糖豆漿
D,ST07202084,92,維力炸醬麵
M,2024/05/24 08:53,96979933,全聯福利中心,VN98693470,2620
D,VN98693470,1013,蘋果 四入
D,VN98693470,1027,雞蛋 十入
D,VN98693470,580,豬絞肉
M,2024/05/24 12:11,97162640,家樂福,QC03021531,770
D,QC03021531,770,蘋果 四入
M,2024/05/24 12:13,96947549,momo購物網,KM05380832,1344
D,KM05380832,748,手機保護殼
D,KM05380832,596,咖啡豆 一磅
M,2024/05/24 15:27,84149961,星巴克,WC96146541,218
D,WC96146541,218,蔬菜蛋餅
M,2024/05/24 18:25,28486815,台灣大車隊,LL12100035,191
D,LL12100035,191,車資
M,2024/05/25 12:02,00000015,麥當勞,LX22450858,197
D,LX22450858,116,鍋貼 十個
D,LX22450858,81,手沖耶加雪菲
M,2024/05/26 15:57,89398413,屈臣氏,FQ55888837,159
D,FQ55888837,159,衛生棉 夜用
M,2024/05/27 11:44,89398402,7-ELEVEN,KB81589564,82
D,KB81589564,42,冰美式 中杯
D,KB81589564,40,維力炸醬麵
M,2024/05/27 12:58,89398402,7-ELEVEN,ZV84767808,58
D,ZV84767808,58,茶葉蛋
M,2024/05/27 20:04,24707801,蝦皮購物,PY07532704,169
D,PY07532704,169,無線滑鼠
M,2024/05/28 12:07,89398402,7-ELEVEN,WB40814400,38
D,WB40814400,14,茶葉蛋
D,WB40814400,24,關東煮 綜合
M,2024/05/28 15:09,89398402,7-ELEVEN,VU09747635,113
D,VU09747635,113,光泉鮮乳 936ml
M,2024/05/29 12:40,25017492,50嵐,BB59084439,44
D,BB59084439,44,炸雞三塊
M,2024/05/31 11:21,20000274,春水堂,YS08481406,919
D,YS08481406,355,滷肉飯
D,YS08481406,564,滷肉飯
M,2024/06/01 07:21,96979934,中華電信,CR00948628,892
D,CR00948628,473,國際漫遊加購
D,CR00948628,419,國際漫遊加購
M,2024/06/03 08:18,89398402,7-ELEVEN,ZY91330905,412
D,ZY91330905,236,御握 鮭魚
D,ZY91330905,176,義美小泡芙
M,2024/06/03 14:58,86517048,萊爾富便利商店,BS97925776,38
D,BS97925776,20,大熱狗
D,BS97925776,18,光泉鮮乳 936ml
M,2024/06/04 12:02,89398413,屈臣氏,SD52873182,559
D,SD52873182,559,保濕乳液
M,2024/06/04 15:01,23091152,鬍鬚張,HU79779171,116
D,HU79779171,116,珍珠奶茶 大
M,2024/06/05 09:46,89398402,7-ELEVEN,DF00855255,86
D,DF00855255,86,中杯美式
M,2024/06/05 17:54,89398402,7-ELEVEN,FB92916273,82
D,FB92916273,41,光泉鮮乳 936ml
D,FB92916273,41,義美小泡芙
M,2024/06/05 19:15,96979933,全聯福利中心,SV82392166,684
D,SV82392166,684,冷凍水餃
M,2024/06/07 12:29,96979933,全聯福利中心,FF22859138,298
D,FF22859138,119,豬絞肉
D,FF22859138,179,雞蛋 十入
M,2024/06/07 16:05,11117051,頂呱呱,KF01831457,383
D,KF01831457,192,鍋貼 十個
D,KF01831457,191,珍珠奶茶 大
M,2024/06/08 10:37,86517048,萊爾富便利商店,EU40718351,126
D,EU40718351,126,思樂冰
M,2024/06/08 16:09,22555003,全家便利商店,JZ12577669,63
D,JZ12577669,63,國民便當
M,2024/06/09 12:11,16095452,杏一醫療用品,MZ86784486,453
D,MZ86784486,453,洗髮精 750ml
M,2024/06/10 11:17,25017492,50嵐,RG15661030,74
D,RG15661030,26,大杯拿鐵
D,RG15661030,48,炸雞三塊
M,2024/06/11 12:56,84149961,星巴克,SW69098310,269
D,SW69098310,114,蔬菜蛋餅
D,SW69098310,155,味噌湯
M,2024/06/11 17:12,70766330,OK MART,YT24965581,42
D,YT24965581,42,維力炸醬麵
M,2024/06/11 18:38,22555003,全家便利商店,AX36898890,68
D,AX36898890,68,關東煮 綜合
M,2024/06/12 11:56,84149961,星巴克,PM26428714,83
D,PM26428714,49,蔬菜蛋餅
D,PM26428714,34,薯條 中
M,2024/06/12 16:51,53016675,八方雲集,JL30841386,89
D,JL30841386,39,味噌湯
D,JL30841386,50,滷肉飯
M,2024/06/12 21:12,89398402,7-ELEVEN,XP22458560,62
D,XP22458560,62,義美小泡芙
M,2024/06/13 07:08,89398402,7-ELEVEN,XU34128491,19
D,XU34128491,9,涼麵
D,XU34128491,10,關東煮 白蘿蔔
M,2024/06/14 11:18,89398402,7-ELEVEN,SG25624050,38
D,SG25624050,38,無糖豆漿
M,2024/06/17 08:46,54338109,日藥本舖,HN87230701,400
D,HN87230701,400,口罩 五十入
M,2024/06/18 15:32,96979933,全聯福利中心,KJ12807012,368
D,KJ12807012,206,義大利麵 500g
D,KJ12807012,162,冷凍水餃
M,2024/06/19 11:04,54313580,拉亞漢堡,KJ90311836,201
D,KJ90311836,201,薯條 中
M,2024/06/19 18:39,89398402,7-ELEVEN,VU92780405,89
D,VU92780405,89,冰美式 中杯
M,2024/06/20 19:15,70808336,博客來,RM35354411,319
D,RM35354411,319,文具組
M,2024/06/20 21:17,89398402,7-ELEVEN,PA70900443,32
D,PA70900443,32,御握 鮭魚
M,2024/06/20 21:24,97162640,家樂福,BG95590720,1866
D,BG95590720,584,高麗菜
D,BG95590720,760,五月花衛生紙
D,BG95590720,522,蘋果 四入
M,2024/06/20 22:35,23091152,鬍鬚張,VR29741968,110
D,VR29741968,71,大杯拿鐵
D,VR29741968,39,珍珠奶茶 大
M,2024/06/22 17:00,11768704,摩斯漢堡,JD69579008,316
D,JD69579008,145,大杯拿鐵
D,JD69579008,171,大杯拿鐵
M,2024/06/23 07:23,03731301,台灣鐵路管理局,SZ43970947,285
D,SZ43970947,159,柴油 40公升
D,SZ43970947,126,自強號 台北到花蓮
M,2024/06/23 16:05,54173123,寶雅,RQ39719407,979
D,RQ39719407,615,感冒熱飲
D,RQ39719407,364,衛生棉 夜用
M,2024/06/23 16:32,53016675,八方雲集,BR82407217,111
D,BR82407217,111,味噌湯
M,2024/06/25 17:21,53049403,台灣高鐵,ZW47007888,437
D,ZW47007888,437,95無鉛汽油 25公升
M,2024/06/26 06:38,89398402,7-ELEVEN,AV74110797,78
D,AV74110797,78,關東煮 綜合
M,2024/06/26 08:04,96979933,全聯福利中心,LL59191299,1070
D,LL59191299,313,高麗菜
D,LL59191299,218,洗髮精
D,LL59191299,279,雞蛋 十入
D,LL59191299,260,雞胸肉 300g
M,2024/06/26 18:43,96979933,全聯福利中心,NY38160041,840
D,NY38160041,840,洗衣精 補充包
M,2024/06/26 21:09,54173123,寶雅,JH04229638,943
D,JH04229638,565,衛生棉 夜用
D,JH04229638,378,隱形眼鏡藥水
M,2024/06/27 19:43,96979934,中華電信,NJ72655548,617
D,NJ72655548,617,行動電話月租費
M,2024/06/28 12:40,22555003,全家便利商店,XU27718094,130
D,XU27718094,83,御飯糰 鮪魚
D,XU27718094,47,拿鐵 大杯
M,2024/06/28 15:37,86517048,萊爾富便利商店,KF85361918,55
D,KF85361918,28,光泉鮮乳 936ml
D,KF85361918,27,關東煮 綜合
M,2024/06/28 19:48,96947549,momo購物網,CU29101500,510
D,CU29101500,510,運動鞋
M,2024/06/29 06:09,03707901,台灣中油,VM35456347,891
D,VM35456347,420,柴油 40公升
D,VM35456347,471,車資
M,2024/06/29 15:55,53016675,八方雲集,AH03696898,151
D,AH03696898,79,雞腿便當
D,AH03696898,72,薯條 中
M,2024/06/29 17:03,96979933,全聯福利中心,VP53153362,545
D,VP53153362,545,雞胸肉 300g
M,2024/06/29 18:10,53049403,台灣高鐵,YL83169127,441
D,YL83169127,441,自強號 台北到花蓮
M,2024/06/29 21:04,96947549,momo購物網,TG93897724,703
D,TG93897724,703,手機保護殼
M,2024/07/01 11:50,20000685,麥味登,NH98457546,89
D,NH98457546,89,牛肉麵
M,2024/07/04 08:00,89398402,7-ELEVEN,QR69740322,72
D,QR69740322,31,關東煮 白蘿蔔
D,QR69740322,41,關東煮 綜合
M,2024/07/04 17:03,20002877,寶島眼鏡,DA83013397,3965
D,DA83013397,1132,鏡框
D,DA83013397,1189,鏡片 一副
D,DA83013397,1644,鏡片 一副
M,2024/07/04 18:27,80328164,誠品線上,DJ20582957,642
D,DJ20582957,642,書籍 一本
M,2024/07/05 10:45,53049403,台灣高鐵,NK33014610,873
D,NK33014610,476,台北到台中 標準車廂
D,NK33014610,397,車資
M,2024/07/05 13:30,27746179,清心福全,VL88929529,31
D,VL88929529,13,滷肉飯
D,VL88929529,18,定食 鮭魚
M,2024/07/05 15:24,54313581,小北百貨,FH70093527,417
D,FH70093527,216,掃把組
D,FH70093527,201,收納籃
M,2024/07/05 17:24,89398402,7-ELEVEN,TJ48228678,435
D,TJ48228678,435,冰美式 中杯
M,2024/07/06 08:09,28486815,台灣大車隊,SP99811400,554
D,SP99811400,554,台北到台中 標準車廂
M,2024/07/06 20:40,54381286,路易莎咖啡,EG17659811,177
D,EG17659811,98,定食 鮭魚
D,EG17659811,79,雞腿便當
M,2024/07/08 18:29,89398402,7-ELEVEN,WA21556574,113
D,WA21556574,56,御便當 雞腿
D,WA21556574,57,御飯糰 鮪魚
M,2024/07/08 19:48,24707801,蝦皮購物,TN77174874,152
D,TN77174874,152,USB-C 傳輸線
M,2024/07/09 10:47,54381286,路易莎咖啡,ZG14498733,95
D,ZG14498733,95,薯條 中
M,2024/07/10 08:04,89398402,7-ELEVEN,YJ12066240,122
D,YJ12066240,44,國民便當
D,YJ12066240,78,關東煮 綜合
M,2024/07/10 16:15,89398402,7-ELEVEN,CH59656094,110
D,CH59656094,47,礦泉水 600ml
D,CH59656094,63,冰美式 中杯
M,2024/07/11 13:10,54679932,藏壽司,MV16874226,1162
D,MV16874226,748,定食 鮭魚
D,MV16874226,414,定食 鮭魚
M,2024/07/11 15:38,89398402,7-ELEVEN,AS56192225,35
D,AS56192225,13,舒潔面紙
D,AS56192225,22,維力炸醬麵
M,2024/07/11 16:36,96979933,全聯福利中心,XS19033248,491
D,XS19033248,491,白米 3kg
M,2024/07/11 17:04,22555003,全家便利商店,AJ92029204,164
D,AJ92029204,164,礦泉水 600ml
M,2024/07/11 19:41,96979934,中華電信,GS45321116,676
D,GS45321116,411,國際漫遊加購
D,GS45321116,265,網路月租費
M,2024/07/11 22:16,89398402,7-ELEVEN,TN25229045,28
D,TN25229045,28,茶葉蛋
M,2024/07/12 07:59,89398402,7-ELEVEN,UR64983486,15
D,UR64983486,15,大熱狗
M,2024/07/12 10:41,89398402,7-ELEVEN,NB27949051,321
D,NB27949051,195,義美小泡芙
D,NB27949051,126,國民便當
M,2024/07/12 19:35,89398402,7-ELEVEN,DA52046530,73
D,DA52046530,32,拿鐵 大杯
D,DA52046530,41,御飯糰 鮪魚
M,2024/07/12 21:37,22555003,全家便利商店,TK53296192,178
D,TK53296192,88,御握 鮭魚
D,TK53296192,90,無糖豆漿
M,2024/07/13 15:08,89398413,屈臣氏,SU35212986,822
D,SU35212986,822,維他命C 60錠
M,2024/07/13 22:45,89398402,7-ELEVEN,CA47049284,62
D,CA47049284,27,拿鐵 大杯
D,CA47049284,35,御便當 雞腿
M,2024/07/14 16:15,54381286,路易莎咖啡,KW87417767,112
D,KW87417767,112,薯條 中
M,2024/07/15 17:56,89398402,7-ELEVEN,YR82847534,124
D,YR82847534,47,維力炸醬麵
D,YR82847534,77,御飯糰 鮪魚
M,2024/07/15 22:57,24707801,蝦皮購物,MH54298384,375
D,MH54298384,375,藍牙耳機
M,2024/07/16 13:46,22555003,全家便利商店,WA55351093,176
D,WA55351093,176,義美小泡芙
M,2024/07/17 06:28,16729745,悠遊卡自動加值,KL26945798,451
D,KL26945798,451,自強號 台北到花蓮
M,2024/07/17 12:20,20004110,裕毛屋,QM06823423,594
D,QM06823423,594,插座延長線
M,2024/07/17 13:38,00000015,麥當勞,QR34529397,210
D,QR34529397,128,定食 鮭魚
D,QR34529397,82,滷肉飯
M,2024/07/18 10:55,89398402,7-ELEVEN,UU38323791,130
D,UU38323791,130,大熱狗
M,2024/07/18 20:24,96979933,全聯福利中心,SY12307390,374
D,SY12307390,374,林鳳營鮮乳
M,2024/07/18 22:19,89398402,7-ELEVEN,TS48192605,145
D,TS48192605,145,國民便當
M,2024/07/19 06:20,89398402,7-ELEVEN,PB34011657,173
D,PB34011657,62,礦泉水 600ml
D,PB34011657,111,拿鐵 大杯
M,2024/07/19 15:57,89398402,7-ELEVEN,AQ63965827,88
D,AQ63965827,88,舒潔面紙
M,2024/07/22 14:01,96979933,全聯福利中心,XD26482008,383
D,XD26482008,229,罐頭鮪魚
D,XD26482008,154,洗衣精 補充包
M,2024/07/23 07:05,84149961,星巴克,DQ37127051,170
D,DQ37127051,170,味噌湯
M,2024/07/23 08:51,28486815,台灣大車隊,JH85068233,556
D,JH85068233,273,洗車 精緻
D,JH85068233,283,95無鉛汽油 25公升
M,2024/07/23 12:08,89398402,7-ELEVEN,LF48822365,219
D,LF48822365,219,維力炸醬麵
M,2024/07/23 17:20,22555003,全家便利商店,VA01859567,56
D,VA01859567,31,中杯美式
D,VA01859567,25,御飯糰 鮪魚
M,2024/07/24 07:12,96979933,全聯福利中心,FZ23747572,507
D,FZ23747572,245,義大利麵 500g
D,FZ23747572,262,義大利麵 500g
M,2024/07/24 08:55,89398402,7-ELEVEN,ZV04687845,173
D,ZV04687845,95,光泉鮮乳 936ml
D,ZV04687845,78,關東煮 綜合
M,2024/07/24 09:05,89398402,7-ELEVEN,KU22572588,57
D,KU22572588,57,思樂冰
M,2024/07/25 10:30,84149961,星巴克,CL57661356,81
D,CL57661356,81,味噌湯
M,2024/07/25 17:50,96979933,全聯福利中心,NC01473136,716
D,NC01473136,301,罐頭鮪魚
D,NC01473136,415,雞蛋 十入
M,2024/07/25 18:53,25017492,50嵐,DV53545514,44
D,DV53545514,44,滷肉飯
M,2024/07/25 20:13,27746179,清心福全,AV56461823,44
D,AV56461823,28,玉米濃湯
D,AV56461823,16,牛肉麵
M,2024/07/25 22:14,89398402,7-ELEVEN,DD97975792,18
D,DD97975792,18,大熱狗
M,2024/07/26 04:49,89398402,7-ELEVEN,VD31648525,30
D,VD31648525,18,舒潔面紙
D,VD31648525,12,起司熱狗堡
M,2024/07/27 08:20,20003014,誠品書店,CQ63779077,558
D,CQ63779077,558,筆記本
M,2024/07/27 20:04,89398402,7-ELEVEN,BQ26991273,148
D,BQ26991273,64,維力炸醬麵
D,BQ26991273,84,維力炸醬麵
M,2024/07/28 07:32,16729745,悠遊卡自動加值,DH62989408,445
D,DH62989408,156,車資
D,DH62989408,289,洗車 精緻
M,2024/07/28 11:36,89398402,7-ELEVEN,HU68797957,70
D,HU68797957,38,中杯美式
D,HU68797957,32,御握 鮭魚
M,2024/07/28 16:18,89398402,7-ELEVEN,UQ62680507,149
D,UQ62680507,84,維力炸醬麵
D,UQ62680507,65,光泉鮮乳 936ml
M,2024/07/28 17:03,96979933,全聯福利中心,GQ93242830,975
D,GQ93242830,303,高麗菜
D,GQ93242830,238,五月花衛生紙
D,GQ93242830,180,洗髮精
D,GQ93242830,254,雞蛋 十入
M,2024/07/28 21:25,03731301,台灣鐵路管理局,FS30269515,697
D,FS30269515,251,悠遊卡加值
D,FS30269515,446,自強號 台北到花蓮
M,2024/07/28 22:24,89398402,7-ELEVEN,NK63890198,131
D,NK63890198,131,拿鐵 大杯
M,2024/07/29 12:57,54173123,寶雅,XX91393363,478
D,XX91393363,478,衛生棉 夜用
M,2024/07/29 18:44,89398402,7-ELEVEN,ZC02322519,148
D,ZC02322519,148,涼麵
M,2024/07/30 19:55,89398413,屈臣氏,UL24433110,473
D,UL24433110,473,牙膏 兩入
M,2024/07/31 10:32,96979933,全聯福利中心,LU14046320,541
D,LU14046320,541,林鳳營鮮乳
M,2024/07/31 14:01,84149972,康是美,FY13652661,538
D,FY13652661,538,保濕乳液
M,2024/07/31 18:21,89398402,7-ELEVEN,NJ99591532,38
D,NJ99591532,38,維力炸醬麵
M,2024/08/02 18:17,96979933,全聯福利中心,BL84739928,619
D,BL84739928,238,雞蛋 十入
D,BL84739928,381,香蕉
M,2024/08/02 22:45,84149961,星巴克,AP47711138,121
D,AP47711138,121,薯條 中
M,2024/08/03 10:12,53049403,台灣高鐵,EB64970322,279
D,EB64970322,113,洗車 精緻
D,EB64970322,166,洗車 精緻
M,2024/08/03 12:21,54381286,路易莎咖啡,AZ49892889,84
D,AZ49892889,39,雞腿便當
D,AZ49892889,45,味噌湯
M,2024/08/03 15:31,16729745,悠遊卡自動加值,ZB71918812,474
D,ZB71918812,474,92無鉛汽油 30公升
M,2024/08/03 16:55,97162640,家樂福,SN25020862,991
D,SN25020862,471,五月花衛生紙
D,SN25020862,520,豬絞肉
M,2024/08/03 20:52,80003429,美廉社,DE24467359,77
D,DE24467359,77,雞蛋 十入
M,2024/08/04 06:16,89398402,7-ELEVEN,UH86989839,203
D,UH86989839,203,涼麵
M,2024/08/04 16:33,03707901,台灣中油,GZ79163716,1680
D,GZ79163716,367,車資
D,GZ79163716,409,自強號 台北到花蓮
D,GZ79163716,449,柴油 40公升
D,GZ79163716,455,洗車 精緻
M,2024/08/05 07:21,96979933,全聯福利中心,EB06789278,619
D,EB06789278,619,罐頭鮪魚
M,2024/08/05 14:09,96947549,momo購物網,CD93265357,3758
D,CD93265357,1496,書籍 一本
D,CD93265357,1369,咖啡豆 一磅
D,CD93265357,893,床包組 雙人
M,2024/08/06 12:21,12801119,三商巧福,TQ42693226,62
D,TQ42693226,62,紅茶 大
M,2024/08/06 15:43,84149972,康是美,QU02025397,445
D,QU02025397,260,口罩 五十入
D,QU02025397,185,護手霜
M,2024/08/07 07:05,53016675,八方雲集,QP82184607,90
D,QP82184607,90,炸雞三塊
M,2024/08/07 09:34,80003429,美廉社,DE80392135,110
D,DE80392135,110,冷凍水餃
M,2024/08/07 18:14,70808336,博客來,WU61964107,447
D,WU61964107,207,文具組
D,WU61964107,240,文具組
M,2024/08/08 22:02,89398402,7-ELEVEN,QE99248208,36
D,QE99248208,36,御便當 雞腿
M,2024/08/10 13:57,27746179,清心福全,SS08196456,95
D,SS08196456,95,鍋貼 十個
M,2024/08/10 18:38,24707801,蝦皮購物,NM06981575,189
D,NM06981575,114,床包組 雙人
D,NM06981575,75,空氣清淨機濾網
M,2024/08/11 13:21,80003429,美廉社,JK89849162,192
D,JK89849162,91,五月花衛生紙
D,JK89849162,101,罐頭鮪魚
M,2024/08/14 19:13,03707901,台灣中油,SU63485567,444
D,SU63485567,248,柴油 40公升
D,SU63485567,196,95無鉛汽油 25公升
M,2024/08/14 22:09,25017492,50嵐,AW40163222,129
D,AW40163222,69,玉米濃湯
D,AW40163222,60,薯條 中
M,2024/08/15 12:56,89398402,7-ELEVEN,HP91548272,107
D,HP91548272,107,大熱狗
M,2024/08/15 22:46,70808336,博客來,HZ00710681,530
D,HZ00710681,530,文具組
M,2024/08/16 18:06,20001644,大三元餐廳,QY84169184,2063
D,QY84169184,1313,滷肉飯
D,QY84169184,750,手沖耶加雪菲
M,2024/08/17 09:08,89398402,7-ELEVEN,ZX38003679,172
D,ZX38003679,172,起司熱狗堡
M,2024/08/17 11:39,22555003,全家便利商店,QV42482096,24
D,QV42482096,10,冰美式 中杯
D,QV42482096,14,義美小泡芙
M,2024/08/17 13:42,16729745,悠遊卡自動加值,WU66806245,458
D,WU66806245,458,柴油 40公升
M,2024/08/17 13:46,12801119,三商巧福,BE85408775,211
D,BE85408775,211,紅茶 大
M,2024/08/18 13:49,89398413,屈臣氏,FE08238174,383
D,FE08238174,181,口罩 五十入
D,FE08238174,202,隱形眼鏡藥水
M,2024/08/19 08:11,22555003,全家便利商店,ER99360095,144
D,ER99360095,67,拿鐵 大杯
D,ER99360095,77,涼麵
M,2024/08/19 19:05,03707901,台灣中油,JR54592847,1084
D,JR54592847,258,柴油 40公升
D,JR54592847,460,95無鉛汽油 25公升
D,JR54592847,366,台北到台中 標準車廂
M,2024/08/19 22:20,89398402,7-ELEVEN,VU19317734,137
D,VU19317734,137,御便當 雞腿
M,2024/08/20 08:58,89398413,屈臣氏,MD69929823,107
D,MD69929823,107,維他命C 60錠
M,2024/08/20 18:04,00000015,麥當勞,GB69124131,238
D,GB69124131,238,鍋貼 十個
M,2024/08/21 12:07,97162640,家樂福,NP20955305,413
D,NP20955305,180,洗髮精
D,NP20955305,233,白米 3kg
M,2024/08/21 20:45,70766330,OK MART,TS66036904,27
D,TS66036904,16,義美小泡芙
D,TS66036904,11,中杯美式
M,2024/08/22 20:58,89398402,7-ELEVEN,LB09451663,234
D,LB09451663,234,思樂冰
M,2024/08/22 20:59,89398402,7-ELEVEN,BL35355421,176
D,BL35355421,176,關東煮 綜合
M,2024/08/22 21:43,96979934,中華電信,YS65917750,712
D,YS65917750,712,國際漫遊加購
M,2024/08/23 07:53,22555003,全家便利商店,VJ09942804,57
D,VJ09942804,57,關東煮 白蘿蔔
M,2024/08/23 09:04,27746179,清心福全,JE37059119,76
D,JE37059119,76,珍珠奶茶 大
M,2024/08/23 11:55,80003429,美廉社,JJ22681802,158
D,JJ22681802,98,豬絞肉
D,JJ22681802,60,雞胸肉 300g
M,2024/08/23 12:03,20001370,一芳水果茶,SX14941562,61
D,SX14941562,61,雞腿便當
M,2024/08/23 13:33,16606106,PChome線上購物,MA86679140,1471
D,MA86679140,446,無線滑鼠
D,MA86679140,457,咖啡豆 一磅
D,MA86679140,568,咖啡豆 一磅
M,2024/08/23 15:42,89398402,7-ELEVEN,PU32772156,85
D,PU32772156,36,冰美式 中杯
D,PU32772156,49,光泉鮮乳 936ml
M,2024/08/24 06:55,89398402,7-ELEVEN,YY30910521,115
D,YY30910521,115,茶葉蛋
M,2024/08/25 07:49,11768704,摩斯漢堡,WX97386393,457
D,WX97386393,175,味噌湯
D,WX97386393,282,珍珠奶茶 大
M,2024/08/25 08:54,20001096,度小月,ZL31800903,541
D,ZL31800903,320,炸雞三塊
